title,abstract,authors,date,publisher,keywords,doi,url
Preparation and oxidation behavior of B4C–Ni and B4C–TiB2–TiC–Ni composite coatings produced by an HVOF process,"In this study, B4C–Ni and B4C–TiB2–TiC–Ni composite coatings were thermally sprayed on the surface of 4130 steel substrate by a high velocity oxy-fuel (HVOF) torch. Before the HVOF process, the B4C–Ni and B4C–TiB2–TiC–Ni composite powders were prepared by mechanical alloying (MA) and spray drying processes. In order to study the oxidation behavior of coatings, thermo-gravimetric analysis (TGA) was done at three temperatures of 500, 700 and 900°C for 35h. Structural evolution of powder particles and coatings was investigated by X-ray diffractometry (XRD). The morphology and microstructure of powder particles and the coatings were studied by scanning electron microscopy (SEM). It was found that during TGA experiments of B4C–Ni coating, spallation was occurred at all temperatures, indicating the formation of non-protective oxide scale on the surface of this coating. First oxidation and then with increasing time, spallation were the predominant processes at 700 and 900°C. No spallation was seen in TGA experiments of B4C–TiB2–TiC–Ni coating. Formation of the protective oxide scale on the surface of this coating decreased the oxidation rate with increasing time.","Rafiei, M.;Salehi, M.;Shamanian, M.;Motallebzadeh, A.",2014-09-30,Ceramics International,"A. Milling,B. Composites,D. Borides,Oxidation kinetics",10.1016/j.ceramint.2014.05.081,https://doi.org/10.1016/j.ceramint.2014.05.081
Preparation and catalytic properties of Cu2O–CoO/Al2O3 composite coating prepared on aluminum plate by microarc oxidation,"In order to develop a catalyst with a high activity and stability for the catalytic wet peroxide oxidation (CWPO) process under ambient conditions, A Cu2O–CoO/Al2O3 composite coating was prepared on an aluminium substrate by microarc oxidation in a phosphate electrolyte modified with Cu(Ac)2 and Co(Ac)2 solutions. Microstructure, phase and chemical composition of the coating were characterized by SEM, XRD and XPS, respectively. The Al-supported Cu2O–CoO/Al2O3 composite coating exhibited excellent catalytic activities for CWPO of methyl orange under ambient conditions. The degradation efficiency of methyl orange was 99.8% at 25°C for 12h, or 100% at 65°C for 90min. The catalyst exhibited an excellent chemical stability with negligible leaching ions. It could be recycled without any time-consuming filter operation and regenerated by ultrasonic vibrating washing.","Liu, Dongjie;Jiang, Bailing;Liu, Zheng;Ge, Yanfeng;Wang, Yaming",2014-08-31,Ceramics International,"Catalytic wet peroxide oxidation,Heterogeneous,Microarc oxidation,Coating",10.1016/j.ceramint.2014.02.096,https://doi.org/10.1016/j.ceramint.2014.02.096
Oxidation behavior of SiBC matrix modified C/SiC composites with different PyC interphase thicknesses,"A series of SiBC matrix modified C/SiC composites (C/SiC–SiBC) with different pyrolytic carbon (PyC) interphase thicknesses (50–300nm) were fabricated by a joint process of chemical vapor infiltration, slurry infiltration and liquid silicon infiltration. Oxidation behavior of C/SiC–SiBC composites with different PyC interphase thicknesses in the temperature range of 800–1200°C was studied. When the C/SiC–SiBC composites were exposed at 800°C for 10h the oxidation kinetics was controlled by diffusion rate of oxygen through matrix micro-cracks and coating defects, and the effect of PyC interphase thickness on weight loss was apparent. At higher oxidation temperatures (>1000°C) the in-depth diffusion of oxygen was slowed down due to healing of matrix micro-cracks by borosilicate glass, and the oxidation kinetics was controlled by diffusion rate of oxygen through coating defects. Weight loss of all the C/SiC–SiBC composites was greatly reduced and was less affected by PyC interphase thickness. The flexural strength of C/SiC–SiBC composites rapidly decreased after oxidization at 800°C although thicker PyC interphase brought a little improvement and it rose up as temperatures increased above 1000°C due to the non-uniform degradation of carbon fibers.","Cao, Xiaoyu;Yin, Xiaowei;Ma, Xiaokang;Fan, Xiaomeng;Cheng, Laifei;Zhang, Litong",2015-01-31,Ceramics International,"Oxidation behavior,C/SiC composites,Self-healing,Melt infiltration,Chemical vapor infiltration",10.1016/j.ceramint.2014.09.111,https://doi.org/10.1016/j.ceramint.2014.09.111
Mechanical strength and biocompatibility of bredigite (Ca7MgSi4O16) tissue-engineering scaffolds modified by aliphatic polyester coatings,"Bredigite (Ca7MgSi4O16) is a bioceramic with excellent bioactivity and bioresorbability; nonetheless, its inadequate mechanical strength and biocompatibility limit its tissue-engineering application. In this research, interconnected porous bredigite scaffolds were fabricated by sol-gel, sacrificial sponge replica and sintering processes for bone tissue engineering. In order to improve their strength and cytocompatibility, the scaffolds were coated with poly(lactic-co-glycolic acid) (PLGA) via immersion in acetone-based solutions containing different concentrations (5, 10 and 15% w/v) of the polymer. Based on the results, the PLGA coatings to 10% do not suppress the porosity characteristics of the scaffolds appropriate for tissue engineering. It was also found that the polymeric coatings significantly enhance the compressive strength of the ceramic scaffolds, where this alteration is improved by increasing the PLGA concentration of the coating solution. In addition, the viability of stem cells on the bredigite scaffolds are improved by using the PLGA coatings, with the optimal concentration of 10% PLGA according to MTT and cell attachment studies.","Jadidi, A.;Salahinejad, E.",2020-07-31,Ceramics International,"Sol–gel processes,Silicate,Mechanical properties,Biomedical applications",10.1016/j.ceramint.2020.03.206,https://doi.org/10.1016/j.ceramint.2020.03.206
Mullite-modified ZrB2-MoSi2 coating for carbon/carbon composites to withstand long term ablation,"There are two prominent challenges when coating carbon/carbon composites with ultra-high temperature ceramics to withstand long term ablation. One is the decrease of coating strength under high ablation temperature, and the other is the volatilization of produced glass phase. Due to excellent creep resistance, mullite-modified ZrB2-SiC coating was here investigated, and coating microstructure, the composition and ablation behavior were studied. Results showed a dense scale was formed on the surface layer and it alleviated the volatilization of glass phase. Meanwhile, the strip-shaped particles of mullite pinned in the middle layer and a firm framework with ZrO2 particles filling in the interspaces was constituted, which prevented the peeling off of the coating. After oxyacetylene flame ablation for 600s, mass ablation rate of the modified ZrB2-MoSi2 coating was − 1.91 × 10−3 g/s, which exhibited better ablation resistance compared with a traditional ZrB2-MoSi2 coating.","Liu, Xuezhang;Deng, Chunming;Deng, Changguang;Liu, Min;Zhou, Kesong",2018-03-31,Ceramics International,"C/C composite,Mullite,Plasma spraying,Coating,Ablation",10.1016/j.ceramint.2017.12.025,https://doi.org/10.1016/j.ceramint.2017.12.025
Deposition and characterization of bioactive ceramic hydroxyapatite coating on surface of Ti–15Zr–5Nb alloy,"The new ternary Ti–15Zr–5Nb alloy is non-toxic and non-allergenic and possesses very good mechanical and anticorrosive properties. A ceramic hydroxyapatite (HA) coating was deposited on this new alloy surface by a chemical method. The formation of HA was proved by Raman micro-spectroscopy and X-ray photoelectron spectroscopy, which identified the main characteristic features for the crystalline HA. This ceramic coating has an optimal microstructure and morphology (from scanning electron microscopy). Also, a pronounced roughness was indicated by 2D and 3D atomic force microscopy images, showing a very proper surface for the adherence of the bone cells. The electrochemical behavior and corrosion resistance of this ceramic HA coating were studied in Ringer solutions. The main electrochemical parameters had more favorable values for the HA coated alloy due to the protective effect of the coating that thickened the native passive film on the alloy surface and together acted as a barrier against the ion diffusion. The HA coating increased the corrosion resistance of the substrate by its resistive properties to a large extent. Electrochemical impedance spectroscopy data were modeled by a two time constants electric equivalent circuit for the bare alloy and with a three time constant circuit for the HA coated alloy (formed from inner oxide layer, porous oxide layer and respectively outer HA porous layer). The HA coating thickened over time, improving its bioactivity and assuring long-term corrosion resistance. Therefore, the new Ti–15Zr–5Nb alloy coated with ceramic HA satisfies the most exigent requirements and signifies a progress in the domain of the orthopedic implant alloys.","Vasilescu, Cora;Popa, Monica;Drob, Silviu Iulian;Osiceanu, Petre;Anastasescu, Mihai;M. Calderon Moreno, Jose",2014-11-30,Ceramics International,"B. X-ray methods,C. Corrosion,E. Biomedical applications,Hydroxyapatite",10.1016/j.ceramint.2014.06.096,https://doi.org/10.1016/j.ceramint.2014.06.096
"Design, selection and characterization of novel glasses and glass-ceramics for use in prosthetic applications","The objective of this work is to design and characterize crystallizable silicate and borosilicate compositions for use in the production of smart, unconventional coatings on bioceramic implants. The concept behind this research is the development of a three-layer implantable system (joint prosthesis) comprising a ceramic substrate, a glass-derived trabecular coating and a glass-ceramic interlayer that joins the other two elements together. The outer porous coating should exhibit bone-like architecture, high mechanical strength and good bioactivity to bond to bone, whereas the interlayer should be chemically stable in biological fluids to avoid detachment between the joined parts. Glasses in the SiO2–Na2O–K2O–CaO–P2O5–B2O3–Al2O3 system have been synthesized by a melting route and thermally treated to obtain glass-ceramic products. A selection of potentially suitable materials for the trabecular coating and interlayer was carried out on the basis of thermal properties and tendency to dissolve in simulated body fluids (SBF) so that the integrity of the final device might be maintained upon implantation. The glass selected for the trabecular coating was processed by sponge replica method to produce glass-ceramic scaffolds, in order to evaluate the material properties and performance in an embodiment plausibly close to the final application. The mechanical properties of the porous glass-ceramic, which mimicked the 3-D pore architecture of cancellous bone, were adequate for load-bearing applications such as joint prostheses. Formation of a surface apatite layer on scaffold struts upon soaking in SBF confirmed the excellent bioactivity of the material, which is a key precondition for in vivo osteointegration.","Baino, Francesco;Marshall, Martyn;Kirk, Nicholas;Vitale-Brovarone, Chiara",2016-01-31,Ceramics International,"D. Glass,D. Glass-ceramic,Bioactivity,Scaffold: Coating",10.1016/j.ceramint.2015.09.094,https://doi.org/10.1016/j.ceramint.2015.09.094
Strain-induced multiscale structural changes in lamellar thermal barrier coatings,"The thermal mismatch stress, as well as residual stress, in coating/substrate systems often leads to structural changes and subsequent coating debonding in the systems. This study focused on the changes induced in the microstructure and properties of lamellar yttria-stabilized zirconia coatings upon heating, with the aim of elucidating their starting microstructure prior to sintering. The results showed that the combined effect of the residual stress and the thermal mismatch stress results in scale-sensitive changes in the properties of the coatings. The macroscale properties changed significantly, while the microscale properties changed only slightly. Structural characterization revealed that a certain degree of expansion at the tips of both the intersplat pores and the intrasplat cracks occurs, contributing to the microscale structural changes observed in most regions. Moreover, a few mesoscale cracks covering several layers were also observed. A lamellar structural model was developed to correlate the multiscale structural changes observed with those in the properties. Finally, this study revealed that the actual starting structure of plasma-sprayed thermal barrier coatings prior to sintering is different from that in the as-deposited state. This should aid in obtaining an in-depth understanding on the microstructural and properties evolution of the constrained coatings under actual service conditions.","Li, Guang-Rong;Yang, Guan-Jun;Li, Cheng-Xin;Li, Chang-Jiu",2017-02-01,Ceramics International,"Plasma spraying,Multiscale structural changes,Thermal barrier coatings,Mechanical properties,CTE mismatch strain",10.1016/j.ceramint.2016.11.009,https://doi.org/10.1016/j.ceramint.2016.11.009
A study of phase evolution and crystal growth for nano-sized monoclinic Y4Al2O9 as a novel thermal barrier coatings,"Nano-sized monoclinic Y4Al2O9 was produced by sol-gel process as a novel potential candidate material for thermal barrier coatings. The thermal behavior, structural evolution of the products and the morphological characteristics of the compacted bodies were investigated by Thermogravimetric analysis and differential scanning calorimeter (TG-DSC), X-ray diffraction (XRD), Fourier transform infrared spectroscopy (FT-IR), and Field emission scanning electron microscopy (FESEM). Qualitative analyses indicate that monoclinic Y4Al2O9 was formed at about 1000 °C, and exhibited good phase stability throughout the annealing temperature ranging from 1000 °C to 1400 °C. The thermophysical properties of Y4Al2O9 ceramics were also evaluated compared with 8YSZ and La2Zr2O7. The determined activation energy of crystal growth is about 72.71 ± 0.31 kJ mol−1. Meanwhile, Y4Al2O9 represents low thermal conductivity (1.71 W m−1 K−1), moderate thermal expansion coefficient (8.73 × 10−6 K−1), and high sintering-resistance ability. Such results reveal that nano-sized Y4Al2O9 is favorable for the application of TBCs.","Wang, Chunjie;Wang, Yue",2019-11-30,Ceramics International,"Y4Al2O9,Nanomaterials,Crystal growth behavior,Thermal properties,TBCs",10.1016/j.ceramint.2019.06.217,https://doi.org/10.1016/j.ceramint.2019.06.217
Analysis of the micromechanical properties of copper-silicon carbide composites using nanoindentation measurements,"The study presents a detailed analysis of the impact of the coating type of silicon carbide particles and its share by volume on the microstructure and micromechanical properties of Cu-SiC composites. In order to protect the carbide from decomposition during the manufacturing of the composites, the surface of SiC was modified via a plasma vapour deposition (PVD) technique with a layer of metals (W, Cr, Ti and Ni). Composites with a variable share of the ceramic phase (10–50 vol.%) were obtained at a temperature of 950°C using spark plasma sintering. An analysis of the structures of the composites, especially in the metal-ceramic boundary region, was conducted with the use of scanning and transmission electron microscopy. The mechanical properties of the composites in the Cu-interface-SiC system were studied via a nanoindentation technique. The comparison of the results of hardness and Young's modulus studies were completed in relation to the actual structures of the materials, which in turn made it possible to determine the impact of the interfacial structure on the global properties of the composite materials.","Chmielewski, Marcin;Nosewicz, Szymon;Wyszkowska, Edyta;Kurpaska, Łukasz;Strojny-Nędza, Agata;Piątkowska, Anna;Bazarnik, Piotr;Pietrzak, Katarzyna",2019-05-31,Ceramics International,"Copper-silicon carbide composites,Nanoindentation,SPS,Interface study",10.1016/j.ceramint.2019.01.257,https://doi.org/10.1016/j.ceramint.2019.01.257
Thermal properties of RE2AlTaO7 (RE = Gd and Yb) oxides,"In the current paper, the synthesis of RE2AlTaO7 (RE = Gd and Yb) oxides was performed through a high-temperature sintering method using Gd2O3, Yb2O3, Al2O3 and Ta2O5 as raw chemicals. The phase-structure, micro-morphology and thermal-physical properties of RE2AlTaO7 (RE = Gd and Yb) oxides were analyzed. The RE2AlTaO7 (RE = Gd and Yb) oxides exhibit single pyrochlore-type crystal-structure. Compared to Yb2AlTaO7, the Gd2AlTaO7 has greater thermal conductivity owning to relatively weaker phonon scattering. Because of higher electro-negativity of Yb, the Yb2AlTaO7 has lower coefficient of thermal expansion than Gd2AlTaO7. The RE2AlTaO7 (RE = Gd and Yb) oxides also exhibit no phase-transition between ambient and 1473 K.","Xiaoge, Chen;Hongsong, Zhang;Yanxu, Liu;Yongde, Zhao;Bo, Ren;An, Tang;Kui, Lu",2018-06-15,Ceramics International,"Thermal barrier coatings,Rare earth-aluminum-tantalum oxides,Thermal conductivity,Thermal expansion coefficient",10.1016/j.ceramint.2018.03.113,https://doi.org/10.1016/j.ceramint.2018.03.113
Synthesis and characterizations of Ni0.8Zn0.2Fe2O4-MWCNTs composites for their application in sea bed logging,"Sea bed logging is new technique for the detection of hydrocarbon reservoir. Magnitude of EM waves is important for the detection of deep target hydrocarbon reservoir below 4000m from the sea floor. A new aluminium based EM transmitter is developed and NiZn (Ni0.8Zn0.2Fe2O4) ferrite with and with out multiwall carbon nano tubes (MWCNTs) polymer composites as magnetic feeders are used in a scaled tank. Nickel zinc ferrite plays an important role in many applications due to its best magnetic properties. Nanocrystalline NiZn (Ni0.8Zn0.2Fe2O4) ferrite and novel Ni0.8Zn0.2Fe2O4-MWCNTs composites were prepared by sol–gel route. The samples were sintered at 750–950°C and were characterized by XRD, FESEM, HRTEM and Raman spectroscopy. Single phase of Ni0.8Zn0.2Fe2O4 having [311] major peak was obtained by sol–gel method at 750°C and 950°C. FESEM micrographs show that grain size increases with the increase of sintering temperature and ranges from 24 to 60nm. FESEM and HRTEM results showed coating of Ni0.8Zn0.2Fe2O4 on MWCNTs and show better morphology at the sintering temperature of 750°C. The magnetic properties measured from impedance vector network analyzer showed that sample (Ni0.8Zn0.2Fe2O4-MWCNTs) sintered at 750°C have higher initial permeability (20.043), Q-factor (50.047), and low loss factor (0.0001) as compared Ni0.8Zn0.2Fe2O4-MWCNTs sintered at 950°C. Due to better magnetic properties, Sample (Ni0.8Zn0.2Fe2O4-MWCNTs sintered at 750°C) composites were used as magnetic feeders for the EM transmitter. It was found that magnitude of EM waves from EM transmitter increased up to 243% by using Ni0.8Zn0.2Fe2O4-MWCNTs polymer composites.","Akhtar, Majid Niaz;Yahya, Noorhana;Koziol, Krzysztof;Nasir, Nadeem",2011-12-31,Ceramics International,"Nano structured materials,Multiwall carbon nano tubes,XRD,FESEM,HRTEM,Magnitude vs. offset (MVO)",10.1016/j.ceramint.2011.05.113,https://doi.org/10.1016/j.ceramint.2011.05.113
"Effects of TiO2 on microstructural, mechanical properties and in-vitro bioactivity of plasma sprayed yttria stabilised zirconia coatings for dental application","One of the most compatible coatings, known as yttria-stabilised zirconia polycrystal (YZP) is deposited on metallic Ti alloys due to its excellent hardness and aesthetic value as well as its low affinity for plaques. However, poor bioactivities of YZP and the existence of micro crack propagations due to the aging of YZP may result in spontaneous implant failure thus limiting its clinical use. In this work, YZP coating reinforced titania (TiO2), which is formed via a plasma spray technique was investigated in order to enhance the bioactivity and the mechanical properties of YZP coatings for dental implants. Based on microstructural studies performed on the deposited coating, a distinguished lamellar structure comprising YZP and TiO2 was observed. It was found that the reinforcement of TiO2 in YZP coating significantly reduced the crack due to the improved densities and the lamellar structure. The mechanical properties were also found to improve with 90% of hardness, 45% of adhesion strength and 54% of Young's Modulus with TiO2 addition, which is desirable for dental implants. An in-vitro bioactivity test was then conducted by immersing the coatings in a simulated body fluid (SBF). As a result, an apatite formation was found on the YZP/TiO2 coating surface after 3 days of immersion. Besides, it was verified in an XRD analysis that the crystalline TiO2 was found in a rutile phase which was highly effective in generating apatite (natural mineral in human bones) on YZP coatings, proving that the bioactivities of the coating were significantly improved. Further studies were also performed on the SBF treatment, which took up to 14 days also demonstrated that only a small decrease in hardness was noted, indicating that YZP/TiO2 coatings had reached an excellent mechanical stability.","Jemat, A.;Ghazali, M.J.;Razali, M.;Otsuka, Y.;Rajabi, A.",2018-03-31,Ceramics International,"Dental material,Mechanical properties,Yttria stabilised zirconia (YZP),TiO2,Bioactivity",10.1016/j.ceramint.2017.12.008,https://doi.org/10.1016/j.ceramint.2017.12.008
Boron nitride nanoplatelets induced synergetic strengthening and toughening effects on splats and their boundaries of plasma sprayed hydroxyapatite coatings,"Boron nitride nanoplatelets (BNNPs) with excellent mechanical properties were introduced into HA coatings fabricated through plasma spray in this research. SEM observation and Raman results revealed the added BNNPs retained their original structure even after harsh process and distributed homogeneously in the as-sprayed coatings. As compared with the monolithic HA coating, a 2.0 wt%BNNP/HA coating exhibited significant improvement (~ 40.3%) in fracture toughness and moderate enhancement (~ 20.0%) in indentation yield strength. Synergetic strengthening and toughening mechanisms which are operative through splat boundaries and individual splats were proposed. At splat boundaries, these embedded BNNPs induced stronger adhesion between the adjacent splats to resist splat sliding, which is evident from the fact that the calculated inter-splat friction force of an as-sprayed BNNP/HA coating was increased by ~7.3% at 2.0% BNNP weight fraction. Within splats, toughening mechanisms such as BNNP pullout, crack bridging by both anchored BNNPs and nanosized HA grains, crack deflection and crack propagation arrested by the embedded BNNPs were observed to improve toughness. Moreover, thermal mismatch between HA matrix and BNNPs during cooling process after plasma spray would induce the pre-existing dislocations formed around these BNNP nanofillers, which was assumed to hold out the effect of Orowan-type strengthening within splats.","Zhu, Jiaying;Chen, Yao;Ren, Jia;Zhao, Dong;Liu, Weiwei",2018-06-15,Ceramics International,"B. Nanocomposite,C. Strength,C. Toughness and toughening,E. Biomedical Applications,Hydroxyapatite,Plasma sprayed coating",10.1016/j.ceramint.2018.03.085,https://doi.org/10.1016/j.ceramint.2018.03.085
Deposition of graded SiO2/SiC coatings using high-velocity solution plasma spray,"Carbon/carbon (C/C) composites are widely used in structural components, particularly in the aerospace and aeronautics sectors. However, the application of C/C composites is limited by low oxidation resistance at high temperatures. In order to overcome this problem, graded SiO2/SiC coatings were deposited on C/C composites by a high-velocity solution plasma spray (HVSPS) process. Graded coatings were formed by reactions between the Si(OH)4 sprayed liquid precursor and the C/C substrate; these reactions were promoted by the high temperature of the plasma torch. The morphologies, microstructures, and chemical compositions of the coatings were investigated by X-ray diffraction, Raman spectroscopy, Fourier-transform infrared spectroscopy, and scanning electron microscopy/energy-dispersive X-ray spectroscopy. By altering the deposition time, the coating thickness was controlled, therefore demonstrating SiC formation and realizing graded SiO2/SiC coatings.","Miranda, F.S.;Caliari, F.R.;Campos, T.M.;Essiptchouk, A.M.;Filho, G.P.",2017-12-15,Ceramics International,"Solution plasma spray,Supersonic plasma torch,Ceramic coatings,Graded coatings",10.1016/j.ceramint.2017.09.018,https://doi.org/10.1016/j.ceramint.2017.09.018
Wear rate of titanium matrix composite coating at high temperature further increased by non-stoichiometric TixC oxidation,"Elevated-temperature tribological behaviors of titanium matrix composite (TMC) coatings are investigated. Results indicate that TMC coatings experience increased wear rates at 500 °C combined with ploughing, delamination, and oxidation wear mechanisms. The hybrid TiB + TiC reinforced Ti64 composite coating shows a higher wear rate than composite solely reinforced by TiB at 500 °C. Nevertheless, the hybrid TMC coating exhibits a relatively lower wear rate at room temperature. In addition, it has been revealed that the reverse order of wear rate is attributed to the non-stoichiometric characteristic of the TixC ceramic phase in hybrid composite, which is preferentially oxidized at elevated temperature, leading to the remarkable decrease of wear resistance. Meanwhile, the high thermal stability of TiB ceramic contributes to the low wear rate of TiB/Ti6Al4V coating at 500 °C.","An, Qi;Huang, Lujun;Jiang, Shan;Wang, Shuai;Zhang, Rui;Sun, Fengbo;Moridi, Atieh;Geng, Lin",2020-04-15,Ceramics International,"Titanium matrix composite coating,TiB,Non-stoichiometric TixC,Oxidation,High-temperature wear",10.1016/j.ceramint.2019.12.032,https://doi.org/10.1016/j.ceramint.2019.12.032
Oxidation behavior of SiC/glaze-precursor coating on carbon/carbon composites,"In order to improve the oxidation behavior of carbon/carbon composites in a wide range of temperature, a new SiC/glaze-precursor coating was developed.The SiC layer was produced by slurry and sintering, while the glaze precursor layer was prepared by slurry and drying. The microstructures and phase compositions of the coating were analyzed by SEM and XRD, respectively. The oxidation resistance of the coated composites was investigated using both isothermal and temperature-programmed thermogravimetric analysis in the temperature range from room temperature to 1600°C. The results showed that the oxidation behavior of the coating was mainly controlled by the diffusion of oxygen during the test.The coating showed excellent oxidation resistance and self-healing ability in a wide range of temperature.","Jiao, Xingjian;Li, Tongqi;Li, Yumei;Zhang, Zhongwei;Dai, Fuzhi;Feng, Zhihai",2017-08-01,Ceramics International,"Carbon/carbon composites,SiC,Coating,Oxidation behavior",10.1016/j.ceramint.2017.03.148,https://doi.org/10.1016/j.ceramint.2017.03.148
New phase formation in Al2O3-based thermal spray coatings,"Alumina phases formed in Al2O3 coatings and nanocomposite coatings of Al2O3–SiC, Al2O3–Mo were investigated. The coatings were prepared using high velocity oxy fuel spraying (HVOF) and air plasma spraying (APS) techniques on mild steel substrate either with Ni5Al or Ni20Cr bond layer. The amount of SiC and Mo were varied from 2 to 8 and 12 to 22mass%, respectively. X-ray diffraction technique was used for phase characterisation. All the coatings showed the presence of varied amounts of well-known alumina phases, α- and γ-Al2O3, in the as-sprayed condition and after heat treatment up to 700°C. In addition, a new highly oriented phase, referred to as U phase and characterised by an orthorhombic unit cell with a=8.644Å, b=8.286Å, c=4.922Å, was observed in all the alumina-based coatings. In as-sprayed condition, the U phase appeared in all the coatings prepared with Ni5Al bond layer and not in others. The new phase developed in other coatings, without bond layer or with Ni20Cr bond layer, under favourable energetics, i.e., after mild heat treatment at temperature as low as 100°C and even due to mechanical stresses induced during cutting or peeling.","Uma Devi, M",2004-12-31,Ceramics International,"B. Nanocomposites,B. X-ray methods,Thermal spray coatings",10.1016/j.ceramint.2003.07.002,https://doi.org/10.1016/j.ceramint.2003.07.002
Water vapor corrosion behaviors of plasma sprayed ytterbium silicate coatings,"In this work, the water vapor corrosion behaviors of plasma sprayed ytterbium silicate coatings with different contents of Yb2O3, Yb2SiO5 and Yb2Si2O7 phases were evaluated at 1400oC for 100–300 h and the influence of phase compositions on the corrosion behaviors was analyzed. The results showed that severe corrosion took place in the Yb2Si2O7-rich coating with a porous reacted layer with a thickness about 20 μm after 300 h corrosion. The Yb2O3 phase in the Yb2O3-rich coatings volatilized, lefting a relatively dense reacted layer with a thickness about 5–6 μm after the same corrosion time. A layer composed of Yb2SiO5 was formed on the surface of all the corroded ytterbium silicate coatings. This study may provide theoretical basis for selecting rare-earth silicate environmental barrier coatings (EBCs) with excellent performance.","Wang, Yawen;Niu, Yaran;Zhong, Xin;Shi, Minhao;Mao, Fengqi;Zhang, Le;Li, Qilian;Zheng, Xuebin",2020-12-15,Ceramics International,"Ytterbium silicates,Plasma sprayed coatings,Water vapor corrosion,Phase compositions",10.1016/j.ceramint.2020.07.324,https://doi.org/10.1016/j.ceramint.2020.07.324
Analysis of instrumented scratch hardness and fracture toughness properties of laser surface alloyed tribological coatings,"The mechanical characteristics of ceramic matrix composite (CMC) coatings are widely different from the same materials in bulk form or the individual constituents and are very important to be assessed to carry out application oriented studies on CMC coatings with novel compositions. In the present work, a composite coating of TiB2, TiN and SiC is fabricated in-situ through a combination of high temperature chemical reaction and laser surface alloying. The formation of the surface layer is due to the laser-assisted chemical reaction followed by laser melting. A mixture of TiO2, SiO2, hBN and graphite in stoichiometric proportions is used as the precursor for the chemical reaction. The presence of all the reaction products in the CMC coatings developed is confirmed by X-ray diffraction (XRD) and high resolution transmission electron microscopy (HRTEM). A thorough evaluation of various mechanical properties achieved more insight into the CMC coatings developed. Hardness and fracture toughness of the coatings are measured with a scratch tester. The property evaluations are performed in a similar way for two more coatings fabricated with precursor mixtures containing more than a stoichiometric amount of SiC and hBN respectively. For comparison, a number of composites fabricated through various other routes are characterized afresh with the same set of techniques. Coatings formed with SiC in precursor show higher values of scratch hardness (14.37GPa), microhardness (24.37GPa) and fracture toughness (6.63MPa-m1/2).","Misra, Debjit;Shariff, S.M.;Mukhopadhyay, Suman;Chatterjee, Satyajit",2018-03-31,Ceramics International,"Laser,Ceramic matrix composite,Coating,Fracture toughness,Scratch hardness,Brittleness index",10.1016/j.ceramint.2017.12.005,https://doi.org/10.1016/j.ceramint.2017.12.005
Wear behavior of graded Cr-CrN-Cr(1−x)Al(x)N coatings synthesized by closed-field unbalanced magnetron sputtering for advanced machining operations,"Graded Cr-CrN-Cr(1−x)Al(x)N coatings were synthesized onto M42 HSS substrates used in advanced machining operations by closed-field unbalanced magnetron sputtering (CFUBMS). The tribological behavior of these graded coatings was explored in detail by advanced electron microscopy, confocal laser scanning microscopy, nanoindentation and dry sliding wear tests. The presence and magnitude of residual stresses in these coatings were determined by the XRD – sin2ψ method, which revealed increasing compressive stresses with increasing Al content. The coating surface morphology, mechanical properties were determined prior to dry sliding wear by atomic force microscopy (AFM) and nanoindentation methods, which yielded decreasing surface roughness (Ra) as well as enhancement of hardness and modulus along with increase in H/E and H3/E2 ratios with increasing Al content. Tribological investigation was performed with a pin-on-disc arrangement by keeping the sliding velocity (0.2 ms−1) and normal axial load (10 N) constant and varying the sliding distance. Specific wear rates of the order ~ 10–17 m3 N−1 m−1 were encountered for all coatings with the wear rates increasing as the Al content increased implying a decrease of wear resistance of the coatings. Abrasive wear has been found to be the dominant wear mechanism during dry sliding wear. Increasing modulus mismatch between coating and substrate can be mainly attributed to a decrease in wear resistance of the coatings.","Kabir, Mohammad Sharear;Munroe, Paul;Zhou, Zhifeng;Xie, Zonghan",2018-05-31,Ceramics International,"Graded Cr-CrN-Cr(1−x)Al(x)N coatings,Magnetron sputtering,Compressive stress,Dry sliding wear,Abrasive wear",10.1016/j.ceramint.2018.01.199,https://doi.org/10.1016/j.ceramint.2018.01.199
